id,ticket_text,category,priority
353,[TICKET ID] - A Support Ticket was forwarded to your role  - Leaving Employee - [TICKET ID] - [NAME] (External. [LOCATION]),Support general,Medium
7428,File Share Access - [TICKET ID] - [NAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      J:/CE-STA/      please create the folder if it does not yet exist and give R/W access for this and all subfolders.        Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
1243,[TICKET ID] - New Support Ticket received  - Contacts are gone on iPhone 5,Support general,Medium
982,[TICKET ID] - New Support Ticket received  - Instalaçao d e programa,Software,Medium
1336,[TICKET ID] - New Support Ticket received  - unable to log into skype,O365,Medium
13999,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/ÖFZFOX/MOM-OSR     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
975,[TICKET ID] - New Support Ticket received  - Printing error,Computer-Services,Medium
712,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -,Support general,Medium
754,[TICKET ID] - New Support Ticket received  - Light User for external - [USERNAME] - [NAME],Support general,Medium
647,[TICKET ID] - A Support Ticket was forwarded to your role  - Access to Team Email in Outlook,O365,Medium
765,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION]),Support general,Medium
348,conta de serviço o365Olá.  Gostaria de solicitar a criação de uma conta de serviço no O365 para que usassemos nas impressoras. para que elas façam o scan to email.  Aproveitando. pode acrescentar nesse ticket se precisa ser feito alguma alteração na impressora em si.  Como: servidro SMTP. servidor DNS. SSL. email usado. etc.,O365,Medium
710,[TICKET ID] - A Support Ticket was forwarded to your role  -[LOCATION]account locked,Software,Medium
802,[TICKET ID] - New information received on closed ticket  - Initiated by [COMPANY][LOCATION]- Vulnerable[LOCATION]on [LOCATION]-[ADDRESS],Support general,Medium
1412,Delete the system,Active Directory,Medium
8599,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
1073,[TICKET ID] - New Support Ticket received  - Atualização SICALC,Software,Medium
790,[TICKET ID] - New information received on closed ticket  - [NAME] iPhone BlackBerry app launches. then quits immediately,Support general,High
1124,[TICKET ID] - A Support Ticket was forwarded to you  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1291,[TICKET ID] - New Support Ticket received  - Mobile Device - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Support general,Medium
5079,Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  79099  Company:  [COMPANY] Seed Co.[LOCATION] Department:  [LOCATION]  Street:    ZIP:    City:    Country:    Office: [LOCATION]    Important: Please set the EA10 to the following value: [EMAIL] (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Dec 12 2018  5:00PM     Additional information:   Dear colleagues:  Please help me create account for new JV internal employee.  She is belong to[LOCATION]Group. Her mailbox include @[EMAIL] and @[EMAIL] Thank you  First Name: [NAME]  Last Name: [NAME]  Gender: Female  Telephone:[PHONE]  Place: [ADDRESS]  ZIP: [ADDRESS]  Country: China  Company: [COMPANY][LOCATION]CO.. LTD.  Department : Financial  Function:[LOCATION]Accountant,Support general,Medium
1432,Union Equipos al Dominio,Active Directory,Medium
10282,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
1356,[TICKET ID] - New Support Ticket received  - Skype sem acesso,O365,Medium
3769,Light User for external - [TICKET ID] - [NAME] Service Request: Light User for external  Create Light user for [USERNAME]                           Firstname: [NAME]                        Lastname: [NAME]                                  Mailaddress: [EMAIL]                                      Phone: [PHONE]                                              Cost Center: 32151  Function: Support  Company: [COMPANY] Einsteinstr. 8. [ADDRESS]  Department: [ADDRESS]-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  8 2019 12:00AM     Additional information:,Support general,Medium
6486,File Share Access - [TICKET ID] - [NAME].[NAME]([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME].[NAME]([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/GMO-DECLARATIONS_MA     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
1025,[TICKET ID] - New Support Ticket received  - Deactivate email address: [EMAIL],Active Directory,Medium
11453,File Share Access - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RO) Read only  File Share:  J:/ZR_MAS     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
2618,Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  Nadj  Cost Center:  44265  Company:  [COMPANY] Seme YU D.O.O.  Department:  [COMPANY]_MA-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13315 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] (EXTERNAL. [LOCATION])     Desired date:  Sep  3 2018 12:00AM     Additional information:  [LOCATION]Emloyee!  !!!! She also need mobile device accounts only - for A6 and iPad with [COMPANY] CRM. but this options are not existing in the Matrix shop!!!!,Active Directory,Medium
1442,new computer,Active Directory,Medium
697,[TICKET ID] - A Support Ticket was forwarded to your role  - Additional Application[LOCATION]Service - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Support general,Medium
9767,Cancelamento Usuário e Acessos Glauco Santos BahiaPor gentileza efetuar o cancelamento do usuário do Glauco Santos Bahia e criar aliás para e-mail do [NAME]. conforme termo em anexo.  Obrigada!,Active Directory,Medium
4029,Basis User for external - [USERNAME] - [NAME]. [NAME]Service Request: Basis User for external     Create Windows account for external user  [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 44293  Function: Controlling Temp  Company: [COMPANY]  Department: [COMPANY]_CT  Street: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  9 2019  7:00AM     Additional information:,Support general,Medium
839,[TICKET ID] - New information received on closed ticket  - Atualizar o programa Receira BX,Software,Medium
8474,Zugriff auf[LOCATION]Server von einem anderen[LOCATION]ServerHallo Zusammen.      vom [IP] gibt es keinen keinen Zugriff auf den Port 443 (https) des [IP]. Die andere Richtung funktioniert. Für das Geoprocessing (eine Webapplikation) brauchen wir aber eine beidseitige Kommunikation auf die https-Ports des Applikationservers und des Geoprocessing-Servers.      Können Sie bitte den Zugriff vom IP] auf den Port 443 (https) des [IP]  freischalten?                Danek udn Viele Grüße  [NAME],Support general,Medium
3500,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: )  Access Type: (RW) Read / Write  File Share:    J:/Stundenbuecher  J:/WST-ALLG       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
745,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME]. [NAME] ([COMPANY]. [LOCATION]),Support general,Medium
3688,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
805,[TICKET ID] - New Support Ticket received  - Impressora com atolamento de papel,Computer-Services,Medium
4124,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
1138,[TICKET ID] - New Support Ticket received  - Light House - Missing Updates,Support general,Medium
2868,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/ÖFZFOX/MOM-OSR     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
1020,[TICKET ID] - New Support Ticket received  - check_mk SD Hostalarm: ([SERVER]) [COMPANY] LS Site2Site[LOCATION]- UP -> DOWN,Support general,High
573,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
630,[TICKET ID] - A Support Ticket was forwarded to your role  - Create[LOCATION]entry [SERVER]m.[COMPANY]up.ads.dir,Support general,Medium
929,[TICKET ID] - A Support Ticket was forwarded to your role  - Instalación de software,Software,Medium
628,[TICKET ID] - A Support Ticket was forwarded to your role  - Displaynamen für generische Email-Adressen anpassen,O365,Medium
980,[TICKET ID] - New Support Ticket received  - BarTender app,Software,Medium
722,[TICKET ID] - New Support Ticket received  - emails sent from GTC-TR mailbox appear in personal sent items instead GTC-TR sent items,O365,Medium
859,[TICKET ID] - New Support Ticket received  - My computer is not connecting to the network when it is out of the docking station.,Computer-Services,Medium
1309,[TICKET ID] - New Support Ticket received  - BD[LOCATION]Computer,Fileservice,Medium
8456,Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME] Center:  44278  Company:  [COMPANY]  Department:  [ADDRESS]-MOM_BR-[ADDRESS]:  [ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:    Office:       Important: Please set the EA10 to the following value: 12661 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 10 2019 12:00AM     Additional information:,Support general,Medium
652,[TICKET ID] - A Support Ticket was forwarded to your role  - Nutzer zu bestehenden Shared Mailboxen hinzufügen,O365,Medium
4448,Basis User for external - [TICKET ID] - [NAME]Service Request: Basis User for external     Create Windows account for external user  [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]   Phone: [PHONE]  Cost Center: 44281  Function: IT provider  Company:[LOCATION] Department: [ADDRESS]/ [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country:   Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  4 2019 12:00AM     Additional information:  Please. could you create the adm user [USERNAME] in[LOCATION]OU with the same rights as admpearce.,Support general,Medium
674,[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [NAME]. ([COMPANY]. [LOCATION]),Fileservice,Medium
4253,File Share Access - [TICKET ID] - [USERNAME]. ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:        J:[COMPANY]_[COMPANY]    J:IT-ILV    Zugriff app22 share            Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
11343,Basis User - [TICKET ID] - [USERNAME]. ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [USERNAME]  Cost Center:  174454  Company:  [COMPANY] [ADDRESS] GmbH  Department:  GTC-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  Germany  Office:       Important: Please set the EA10 to the following value: 13616 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Dec 30 2018 12:00AM     Additional information:,Support general,Medium
1434,User locked out,Active Directory,Medium
1006,[TICKET ID] - New Support Ticket received  - Email cell phone problems,Support general,Medium
1317,[TICKET ID] - A Support Ticket was forwarded to your role  - Acesso a pasta Z (Obers),Fileservice,Medium
742,[TICKET ID] - A Support Ticket was forwarded to your role  - Basis User - [USERNAME] -,Support general,Medium
4468,Unable to obtain[LOCATION]QR code[NAME] is not able to get a QR code to set up the[LOCATION]Verify App on his phone. When he goes to his settings on the [COMPANY] Okta page. the Extra Verification simply says[LOCATION]Enabled but his mobile device need the QR code to activate. Please provide assistance.,Software,Medium
6164,File Share Access - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Bitte richten Sie einen neuen Ordner auf Laufwerk J ein:   [SERVER]   Zugriff (Read and Write) für [NAME] und [NAME].       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
4376,Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  44288  Company:  [COMPANY] S.A.  Department:  [ADDRESS]. 20°andar  ZIP: [LOCATION][ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:  [LOCATION].     Important: Please set the EA10 to the following value: 9102 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 28 2019 12:00AM     Additional information:    Da der Mitarbeiter in[LOCATION]noch nicht von Braslien nach Deutschland umgehängt werden kann (erst mit seinem Arbeitsgebinn am 01.02.2019). bitte die Bestellungen auf die[LOCATION]47009 / Group Strategy/ [COMPANY] buchen.  Bitte die Bestellungen zur Freigabe an den neuen Vorgesetzen [NAME] van der Hoeven umlenken!  Lieferung aller Bestellungen bitte bis 28.01.2019,Support general,Medium
7332,Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [ADDRESS]  Function:[LOCATION]consultant Serbia  Company: [COMPANY]  Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Mar 31 2019 12:00AM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 19 2018 12:00AM     Additional information:,Support general,Medium
2968,OneDrive loginHello!  It is often the case (not every time. but very often) that when I open a file from OneDrive that I have to login when I want to save my changes.  I was under the impression that when Im using my work computer within the network I would not have to login every time.  Thanks in advance for your help!,O365,Medium
10169,Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  Germerott  Cost Center:  47028  Company:  [COMPANY] SE  Department:  GCT-ESP  [ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13496 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Dec 18 2018 12:00AM     Additional information:   This order includes Software & Hardware for [NAME]  Hello.   Please create a new[LOCATION]User for mrs. [NAME] with following roles:  P01:  .DE:CO:GR05:OM_CONTROL_SPART  .DE:CO:GR05:PA_CONTROL_SPART  .DE:CO:GR05:PC_HQ_MATBEW  .DE:MM:0001:AUSWERTER_ZR  .DE:MM:0001:INVENTURABWICKL_ZR  .DE:MM:GEIN:LOGISTIK_CONTRL_ZR  .DE:MM:GR05:CONTRL_LOGISTIK_ZR  .DE:SD:0001:ABSATZPLANER_ZR  .NL:MM:0065:BESTANDSPLANER_KA  .US:MM:5850:LOGI_CO  .US:SD:5850:SDP_[SERVER]     BIP:  .BW:CO:CCT:REP  .BW:EC:CORPCT:REP  .BW:ICP:CM:CCT:REP  .BW:ICP:FC:CCT:REP  .BW:ICP:IM:CCT:REP  .BW:ICP:PP:CCT:REP  .DE:BC:ALLE:BASIS_FUNCTIONS  .PC:CF:INPL:CCT,Support general,Medium
1169,[TICKET ID] - A Support Ticket was forwarded to your role  - Initiated by [COMPANY][LOCATION]- Vulnerable Teamviewer on [SERVER],Support general,Medium
10247,File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/LTR     Requestor: [USERNAME] ([COMPANY]. [LOCATION])  Comment:  Zugriff auf Laufwerk J:/LTR,Fileservice,Medium
743,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] -,Support general,Medium
1199,[TICKET ID] - New Support Ticket received  - Liberar acesso,Active Directory,Medium
1122,[TICKET ID] - [SERVER][LOCATION]- Planned Maintenance - 2018-10-04. 10:00[LOCATION]| cpe0009469 ([COMPANY]) | cpe0013003 ([LOCATION]_Kimberly) [COMPANY] SE. Rückmeldungen erforderlich.,Support general,Medium
1269,[TICKET ID] - A Support Ticket was forwarded to you  - problem with[LOCATION]on new device [SERVER],Support general,Medium
927,[TICKET ID] - New Support Ticket received  - Fuser error on [SERVER],Computer-Services,Medium
1318,[TICKET ID] - New Support Ticket received  - When connect through VPN. cannot access R: drive normally. only through IP,Fileservice,Medium
1211,[TICKET ID] - New Support Ticket received  - new phone set up,Support general,Medium
1247,[TICKET ID] - New Support Ticket received  - Emails missing in outlook,O365,Medium
1092,[TICKET ID] - A Support Ticket was forwarded to you  - Fones de Ouvido,Support general,Medium
7507,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/scan/canon/ningel     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
806,[TICKET ID] - New Support Ticket received  - 3rd Party Consultant Access Denied,Active Directory,Medium
10119,Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [USERNAME]. [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE] Center: 47054  Function: External Staff  Company: [COMPANY] IT Services  Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  3 2019 12:00AM     Additional information:  Please creat an[LOCATION]Admin Account for external.,Support general,Medium
3868,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  [SERVER]-FINANCE-RW     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
35,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
5854,Abertura de PastaBom dia!      Por gentileza. criar uma pasta Relatório estoque dentro do Grupos J selecionar opção Laboratório e liberar o acesso para todos do ticket.,Fileservice,Medium
4725,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
3180,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
3038,Basis User - [USERNAME] -Service Request: Basis User     Create Windows account for internal user       Firstname:  [NAME]   Lastname:  [NAME]   Cost Center:  174407  Company:    Department:  [ADDRESS]:    ZIP:    City:    Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13681 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 15 2019 12:00AM     Additional information:   english keyboard Bitte vom Berliner Bestand nehmen. wenn möglich. danke.,Support general,Medium
1116,[TICKET ID] - New Support Ticket received  - instalação de aplicativos no celular,Support general,Medium
14108,INSTALAR ATUALIZAÇÃO SICALCBom dia!         Por favor. poderia me ajudar?     Preciso que coloquem a senha. para que eu possa instalar a atualização do Sicalc.         Obrigada!        Att..     [NAME],Software,Medium
8170,Leaving Employee - [TICKET ID] - [NAME] ([COMPANY] [LOCATION])Service Request: Leaving Employee     The user [NAME] ([COMPANY] [LOCATION]) (Username: [USERNAME]) is going to leave [COMPANY] on Aug 15 2018  7:00AM.     The following IT services have to be canceled:  - Delete Windows account (Active Directory)  - Delete E-Mail account (Exchange)  - Return Hardware  - Return mobile device  - Delete[NAME]account  - Disable[LOCATION]access  - Disable Citrix access  - Disable file access  - Withdraw Adobe licenses     Requestor: [NAME] ([COMPANY]. [LOCATION])  Leaving date: Aug 15 2018  7:00AM  Comment:,Active Directory,Medium
898,[TICKET ID] - New Support Ticket received  - Instalação de impressora,Computer-Services,Medium
9275,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
9508,Problemas para abrir archivos adjuntos en correoNecesito solucionar este problema para el cual adjunto imagen:  Saludos [Image],O365,Medium
1053,[TICKET ID] - New Support Ticket received  - Add label printer,Computer-Services,Medium
10905,Instalação de SoftwarePreciso da instalação do software do receptor de Wi-fi.,Software,Medium
8676,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
4482,[NAME] and [NAME]Hello.  When [NAME] replies all to an email he receives a copy of the email he just sent.  I believe this is due to the way his email is setup. as a distribution list (figure 1).   I suspect this issue is affecting all the users that have [URL][USERNAME] as their primary email. these include the following.    [NAME]  [NAME]  [NAME]  [NAME]  [Image]  When expanding. it populates the users name (figure 2).  Please also note a critical of this is the user is sending as @[USERNAME] (figure 2).  User should be sending email as [EMAIL] mailto:[EMAIL]. [Image],O365,High
2817,ingreso skipe[Image],O365,Medium
7519,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  j:/ins-dv     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
735,[TICKET ID] - A Support Ticket was forwarded to your role  - Light User for external - [TICKET ID] - [NAME],Support general,Medium
1270,[TICKET ID] - New Support Ticket received  - problem with[LOCATION]on new device [SERVER],Support general,Medium
14140,Basis User - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME]. [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  31204  Company:  [COMPANY] SE  Department:  SB-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 5601 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date:  Feb  1 2019 12:00AM     Additional information:,Support general,Medium
1251,[TICKET ID] - A Support Ticket was forwarded to your role  - check_mk SD Hostalarm: ([SERVER]) [COMPANY] LS Site2Site[LOCATION]- UP -> DOWN,Support general,High
9996,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
848,[TICKET ID] - A Support Ticket was forwarded to your role  - check_mk SD Hostalarm: (nsc-magalhaes) [COMPANY] LS Site2Site[LOCATION]- UP -> DOWN,Support general,High
917,[TICKET ID] - New Support Ticket received  - Instalación de impresora multifuncional Longavi,Computer-Services,Medium
985,[TICKET ID] - New Support Ticket received  - instalacion de google earth y basecamp,Software,Medium
