ticket_text,category,priority,cleaned_text
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/ÖFZFOX/MOM-OSR     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket company location service request file share access grant access file share following user username company location username username access type read write file share fzfox mom osr requestor company location comment
[TICKET ID] - New Support Ticket received  - Printing error,Technical Issue,Medium,ticket new support ticket received printing error
[TICKET ID] - A Support Ticket was forwarded to your role  - Access to Team Email in Outlook,Technical Issue,Medium,ticket support ticket forwarded role access team email outlook
conta de serviço o365Olá.  Gostaria de solicitar a criação de uma conta de serviço no O365 para que usassemos nas impressoras. para que elas façam o scan to email.  Aproveitando. pode acrescentar nesse ticket se precisa ser feito alguma alteração na impressora em si.  Como: servidro SMTP. servidor DNS. SSL. email usado. etc.,Technical Issue,Medium,conta servi gostaria solicitar cria uma conta servi para que usassemos nas impressoras para que elas scan email aproveitando pode acrescentar nesse ticket precisa ser feito alguma altera impressora como servidro smtp servidor dns ssl email usado
[TICKET ID] - A Support Ticket was forwarded to your role  -[LOCATION]account locked,Technical Issue,Medium,ticket support ticket forwarded role location account locked
[TICKET ID] - New information received on closed ticket  - Initiated by [COMPANY][LOCATION]- Vulnerable[LOCATION]on [LOCATION]-[ADDRESS],General Query,Medium,ticket new information received closed ticket initiated company location vulnerable location location address
Delete the system,Account,Medium,delete
[TICKET ID] - New Support Ticket received  - Atualização SICALC,Technical Issue,Medium,ticket new support ticket received atualiza sicalc
[TICKET ID] - New information received on closed ticket  - [NAME] iPhone BlackBerry app launches. then quits immediately,General Query,High,ticket new information received closed ticket iphone blackberry app launches quits immediately
[TICKET ID] - New Support Ticket received  - Mobile Device - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),General Query,Medium,ticket new support ticket received mobile device ticket company location
Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  79099  Company:  [COMPANY] Seed Co.[LOCATION] Department:  [LOCATION]  Street:    ZIP:    City:    Country:    Office: [LOCATION]    Important: Please set the EA10 to the following value: [EMAIL] (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Dec 12 2018  5:00PM     Additional information:   Dear colleagues:  Please help me create account for new JV internal employee.  She is belong to[LOCATION]Group. Her mailbox include @[EMAIL] and @[EMAIL] Thank you  First Name: [NAME]  Last Name: [NAME]  Gender: Female  Telephone:[PHONE]  Place: [ADDRESS]  ZIP: [ADDRESS]  Country: China  Company: [COMPANY][LOCATION]CO.. LTD.  Department : Financial  Function:[LOCATION]Accountant,General Query,Medium,basis user ticket company location service request basis user create windows account internal user company location firstname lastname cost center company company seed location department location street zip city country office location important set following value email leave blank create exchange skype account user needs following access permissions access software server requestor company location desired date dec additional information dear colleagues help create account new internal employee belong location group mailbox include email email thank gender female telephone phone place address zip address country china company company location department financial function location accountant
Union Equipos al Dominio,Account,Medium,union equipos dominio
[TICKET ID] - New Support Ticket received  - Skype sem acesso,Technical Issue,Medium,ticket new support ticket received skype sem acesso
Light User for external - [TICKET ID] - [NAME] Service Request: Light User for external  Create Light user for [USERNAME]                           Firstname: [NAME]                        Lastname: [NAME]                                  Mailaddress: [EMAIL]                                      Phone: [PHONE]                                              Cost Center: 32151  Function: Support  Company: [COMPANY] Einsteinstr. 8. [ADDRESS]  Department: [ADDRESS]-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  8 2019 12:00AM     Additional information:,General Query,Medium,light user external ticket service request light user external create light user username firstname lastname mailaddress email phone phone cost center function support company company einsteinstr address department address address zip address city address country address location location office expiration date defined important indicate external user requestor company location desired date jan additional information
File Share Access - [TICKET ID] - [NAME].[NAME]([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME].[NAME]([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/GMO-DECLARATIONS_MA     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket company location service request file share access grant access file share following user company location username username access type read write file share gmo declarations requestor company location comment
[TICKET ID] - New Support Ticket received  - Deactivate email address: [EMAIL],Account,Medium,ticket new support ticket received deactivate email address email
File Share Access - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RO) Read only  File Share:  J:/ZR_MAS     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket username company location service request file share access grant access file share following user username company location username username access type read file share mas requestor company location comment
Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  Nadj  Cost Center:  44265  Company:  [COMPANY] Seme YU D.O.O.  Department:  [COMPANY]_MA-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13315 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] (EXTERNAL. [LOCATION])     Desired date:  Sep  3 2018 12:00AM     Additional information:  [LOCATION]Emloyee!  !!!! She also need mobile device accounts only - for A6 and iPad with [COMPANY] CRM. but this options are not existing in the Matrix shop!!!!,Account,Medium,basis user ticket company location service request basis user create windows account internal user company location firstname lastname nadj cost center company company seme department company address zip address city address country address office important set following value leave blank create exchange skype account user needs following access permissions access software server requestor external location desired date sep additional information location emloyee need mobile device accounts ipad company crm options existing matrix shop
new computer,Account,Medium,new computer
Cancelamento Usuário e Acessos Glauco Santos BahiaPor gentileza efetuar o cancelamento do usuário do Glauco Santos Bahia e criar aliás para e-mail do [NAME]. conforme termo em anexo.  Obrigada!,Account,Medium,cancelamento usu rio acessos glauco santos bahiapor gentileza efetuar cancelamento usu rio glauco santos bahia criar ali para mail conforme termo anexo obrigada
Basis User for external - [USERNAME] - [NAME]. [NAME]Service Request: Basis User for external     Create Windows account for external user  [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 44293  Function: Controlling Temp  Company: [COMPANY]  Department: [COMPANY]_CT  Street: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  9 2019  7:00AM     Additional information:,General Query,Medium,basis user external username service request basis user external create windows account external user firstname lastname ailaddress email phone phone cost center function controlling temp company company department company street address zip address city address country address location location office expiration date defined important indicate external user requestor company location desired date jan additional information
[TICKET ID] - New information received on closed ticket  - Atualizar o programa Receira BX,Technical Issue,Medium,ticket new information received closed ticket atualizar programa receira
Zugriff auf[LOCATION]Server von einem anderen[LOCATION]ServerHallo Zusammen.      vom [IP] gibt es keinen keinen Zugriff auf den Port 443 (https) des [IP]. Die andere Richtung funktioniert. Für das Geoprocessing (eine Webapplikation) brauchen wir aber eine beidseitige Kommunikation auf die https-Ports des Applikationservers und des Geoprocessing-Servers.      Können Sie bitte den Zugriff vom IP] auf den Port 443 (https) des [IP]  freischalten?                Danek udn Viele Grüße  [NAME],General Query,Medium,zugriff auf location server von einem anderen location serverhallo zusammen vom gibt keinen keinen zugriff auf den port https des die andere richtung funktioniert das geoprocessing eine webapplikation brauchen wir aber eine beidseitige kommunikation auf die https ports des applikationservers und des geoprocessing servers nnen sie bitte den zugriff vom auf den port https des freischalten danek udn viele
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: )  Access Type: (RW) Read / Write  File Share:    J:/Stundenbuecher  J:/WST-ALLG       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket company location service request file share access grant access file share following user company location username access type read write file share stundenbuecher wst allg requestor company location comment
[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME]. [NAME] ([COMPANY]. [LOCATION]),General Query,Medium,ticket new support ticket received basis user username company location
[TICKET ID] - New Support Ticket received  - Impressora com atolamento de papel,Technical Issue,Medium,ticket new support ticket received impressora com atolamento papel
[TICKET ID] - New Support Ticket received  - Light House - Missing Updates,General Query,Medium,ticket new support ticket received light house missing updates
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/ÖFZFOX/MOM-OSR     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket company location service request file share access grant access file share following user company location username username access type read write file share fzfox mom osr requestor company location comment
[TICKET ID] - New Support Ticket received  - check_mk SD Hostalarm: ([SERVER]) [COMPANY] LS Site2Site[LOCATION]- UP -> DOWN,General Query,High,ticket new support ticket received check hostalarm server company site site location
[TICKET ID] - A Support Ticket was forwarded to your role  - Create[LOCATION]entry [SERVER]m.[COMPANY]up.ads.dir,General Query,Medium,ticket support ticket forwarded role create location entry server company ads dir
[TICKET ID] - A Support Ticket was forwarded to your role  - Instalación de software,Technical Issue,Medium,ticket support ticket forwarded role instalaci software
[TICKET ID] - A Support Ticket was forwarded to your role  - Displaynamen für generische Email-Adressen anpassen,Technical Issue,Medium,ticket support ticket forwarded role displaynamen generische email adressen anpassen
[TICKET ID] - New Support Ticket received  - BarTender app,Technical Issue,Medium,ticket new support ticket received bartender app
[TICKET ID] - New Support Ticket received  - emails sent from GTC-TR mailbox appear in personal sent items instead GTC-TR sent items,Technical Issue,Medium,ticket new support ticket received emails sent gtc mailbox appear personal sent items instead gtc sent items
[TICKET ID] - New Support Ticket received  - My computer is not connecting to the network when it is out of the docking station.,Technical Issue,Medium,ticket new support ticket received computer connecting network docking station
[TICKET ID] - New Support Ticket received  - BD[LOCATION]Computer,Technical Issue,Medium,ticket new support ticket received location computer
Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME] Center:  44278  Company:  [COMPANY]  Department:  [ADDRESS]-MOM_BR-[ADDRESS]:  [ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:    Office:       Important: Please set the EA10 to the following value: 12661 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 10 2019 12:00AM     Additional information:,General Query,Medium,basis user ticket company location service request basis user create windows account internal user company location firstname lastname center company company department address mom address address zip address city address country office important set following value leave blank create exchange skype account user needs following access permissions access software server requestor company location desired date jan additional information
[TICKET ID] - A Support Ticket was forwarded to your role  - Nutzer zu bestehenden Shared Mailboxen hinzufügen,Technical Issue,Medium,ticket support ticket forwarded role nutzer bestehenden shared mailboxen hinzuf gen
Basis User for external - [TICKET ID] - [NAME]Service Request: Basis User for external     Create Windows account for external user  [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]   Phone: [PHONE]  Cost Center: 44281  Function: IT provider  Company:[LOCATION] Department: [ADDRESS]/ [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country:   Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  4 2019 12:00AM     Additional information:  Please. could you create the adm user [USERNAME] in[LOCATION]OU with the same rights as admpearce.,General Query,Medium,basis user external ticket service request basis user external create windows account external user firstname lastname ailaddress email phone phone cost center function provider company location department address address zip address city address country location location office expiration date defined important indicate external user requestor company location desired date jan additional information create adm user username location rights admpearce
[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [NAME]. ([COMPANY]. [LOCATION]),Technical Issue,Medium,ticket new support ticket received file share access ticket company location
File Share Access - [TICKET ID] - [USERNAME]. ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:        J:[COMPANY]_[COMPANY]    J:IT-ILV    Zugriff app22 share            Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket username company location service request file share access grant access file share following user username company location username username access type read write file share company company ilv zugriff app share requestor company location comment
Basis User - [TICKET ID] - [USERNAME]. ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [USERNAME]  Cost Center:  174454  Company:  [COMPANY] [ADDRESS] GmbH  Department:  GTC-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  Germany  Office:       Important: Please set the EA10 to the following value: 13616 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Dec 30 2018 12:00AM     Additional information:,General Query,Medium,basis user ticket username company location service request basis user create windows account internal user username company location firstname lastname username cost center company company address gmbh department gtc address zip address city address country germany office important set following value leave blank create exchange skype account user needs following access permissions username auftrag info transfer vorlagen access company intranet access software server requestor company location desired date dec additional information
User locked out,Account,Medium,user locked
[TICKET ID] - New Support Ticket received  - Email cell phone problems,General Query,Medium,ticket new support ticket received email cell phone problems
[TICKET ID] - A Support Ticket was forwarded to your role  - Acesso a pasta Z (Obers),Technical Issue,Medium,ticket support ticket forwarded role acesso pasta obers
[TICKET ID] - A Support Ticket was forwarded to your role  - Basis User - [USERNAME] -,General Query,Medium,ticket support ticket forwarded role basis user username
Unable to obtain[LOCATION]QR code[NAME] is not able to get a QR code to set up the[LOCATION]Verify App on his phone. When he goes to his settings on the [COMPANY] Okta page. the Extra Verification simply says[LOCATION]Enabled but his mobile device need the QR code to activate. Please provide assistance.,Technical Issue,Medium,unable obtain location code able code set location verify app phone goes settings company okta page extra verification simply says location enabled mobile device need code activate provide assistance
File Share Access - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Bitte richten Sie einen neuen Ordner auf Laufwerk J ein:   [SERVER]   Zugriff (Read and Write) für [NAME] und [NAME].       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket username company location service request file share access grant access file share following user username company location username username access type read write file share bitte richten sie einen neuen ordner auf laufwerk ein server zugriff read write und requestor company location comment
Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  44288  Company:  [COMPANY] S.A.  Department:  [ADDRESS]. 20°andar  ZIP: [LOCATION][ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:  [LOCATION].     Important: Please set the EA10 to the following value: 9102 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 28 2019 12:00AM     Additional information:    Da der Mitarbeiter in[LOCATION]noch nicht von Braslien nach Deutschland umgehängt werden kann (erst mit seinem Arbeitsgebinn am 01.02.2019). bitte die Bestellungen auf die[LOCATION]47009 / Group Strategy/ [COMPANY] buchen.  Bitte die Bestellungen zur Freigabe an den neuen Vorgesetzen [NAME] van der Hoeven umlenken!  Lieferung aller Bestellungen bitte bis 28.01.2019,General Query,Medium,basis user ticket company location service request basis user create windows account internal user company location firstname lastname cost center company company department address andar zip location address city address country address office location important set following value leave blank create exchange skype account user needs following access permissions access software server requestor company location desired date jan additional information der mitarbeiter location noch nicht von braslien nach deutschland umgeh ngt werden kann erst mit seinem arbeitsgebinn bitte die bestellungen auf die location group strategy company buchen bitte die bestellungen zur freigabe den neuen vorgesetzen van der hoeven umlenken lieferung aller bestellungen bitte bis
Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [ADDRESS]  Function:[LOCATION]consultant Serbia  Company: [COMPANY]  Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Mar 31 2019 12:00AM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 19 2018 12:00AM     Additional information:,General Query,Medium,light user external ticket service request light user external create light user firstname lastname ailaddress email phone address function location consultant serbia company company department git address zip address city address country address location location office expiration date mar important indicate external user requestor company location desired date dec additional information
OneDrive loginHello!  It is often the case (not every time. but very often) that when I open a file from OneDrive that I have to login when I want to save my changes.  I was under the impression that when Im using my work computer within the network I would not have to login every time.  Thanks in advance for your help!,Technical Issue,Medium,onedrive loginhello case time open file onedrive login want save changes impression using work computer network login time thanks advance help
Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  Germerott  Cost Center:  47028  Company:  [COMPANY] SE  Department:  GCT-ESP  [ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13496 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Dec 18 2018 12:00AM     Additional information:   This order includes Software & Hardware for [NAME]  Hello.   Please create a new[LOCATION]User for mrs. [NAME] with following roles:  P01:  .DE:CO:GR05:OM_CONTROL_SPART  .DE:CO:GR05:PA_CONTROL_SPART  .DE:CO:GR05:PC_HQ_MATBEW  .DE:MM:0001:AUSWERTER_ZR  .DE:MM:0001:INVENTURABWICKL_ZR  .DE:MM:GEIN:LOGISTIK_CONTRL_ZR  .DE:MM:GR05:CONTRL_LOGISTIK_ZR  .DE:SD:0001:ABSATZPLANER_ZR  .NL:MM:0065:BESTANDSPLANER_KA  .US:MM:5850:LOGI_CO  .US:SD:5850:SDP_[SERVER]     BIP:  .BW:CO:CCT:REP  .BW:EC:CORPCT:REP  .BW:ICP:CM:CCT:REP  .BW:ICP:FC:CCT:REP  .BW:ICP:IM:CCT:REP  .BW:ICP:PP:CCT:REP  .DE:BC:ALLE:BASIS_FUNCTIONS  .PC:CF:INPL:CCT,General Query,Medium,basis user ticket company location service request basis user create windows account internal user company location firstname lastname germerott cost center company company department gct esp address zip address city address country address office important set following value leave blank create exchange skype account user needs following access permissions username auftrag info transfer vorlagen access company intranet access software server requestor company location desired date dec additional information order includes software hardware hello create new location user mrs following roles control spart control spart matbew auswerter inventurabwickl gein logistik contrl contrl logistik absatzplaner bestandsplaner logi sdp server bip cct rep corpct rep icp cct rep icp cct rep icp cct rep icp cct rep alle basis functions inpl cct
File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/LTR     Requestor: [USERNAME] ([COMPANY]. [LOCATION])  Comment:  Zugriff auf Laufwerk J:/LTR,Technical Issue,Medium,file share access ticket username company location service request file share access grant access file share following user username company location username username access type read write file share ltr requestor username company location comment zugriff auf laufwerk ltr
[TICKET ID] - New Support Ticket received  - Liberar acesso,Account,Medium,ticket new support ticket received liberar acesso
[TICKET ID] - [SERVER][LOCATION]- Planned Maintenance - 2018-10-04. 10:00[LOCATION]| cpe0009469 ([COMPANY]) | cpe0013003 ([LOCATION]_Kimberly) [COMPANY] SE. Rückmeldungen erforderlich.,General Query,Medium,ticket server location planned maintenance location cpe company cpe location kimberly company ckmeldungen erforderlich
[TICKET ID] - A Support Ticket was forwarded to you  - problem with[LOCATION]on new device [SERVER],General Query,Medium,ticket support ticket forwarded problem location new device server
[TICKET ID] - New Support Ticket received  - Fuser error on [SERVER],Technical Issue,Medium,ticket new support ticket received fuser error server
[TICKET ID] - New Support Ticket received  - When connect through VPN. cannot access R: drive normally. only through IP,Technical Issue,Medium,ticket new support ticket received connect vpn access drive normally
[TICKET ID] - New Support Ticket received  - new phone set up,General Query,Medium,ticket new support ticket received new phone set
[TICKET ID] - New Support Ticket received  - Emails missing in outlook,Technical Issue,Medium,ticket new support ticket received emails missing outlook
[TICKET ID] - A Support Ticket was forwarded to you  - Fones de Ouvido,General Query,Medium,ticket support ticket forwarded fones ouvido
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/scan/canon/ningel     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket company location service request file share access grant access file share following user company location username username access type read write file share scan canon ningel requestor company location comment
[TICKET ID] - New Support Ticket received  - 3rd Party Consultant Access Denied,Account,Medium,ticket new support ticket received party consultant access denied
Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [USERNAME]. [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE] Center: 47054  Function: External Staff  Company: [COMPANY] IT Services  Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  3 2019 12:00AM     Additional information:  Please creat an[LOCATION]Admin Account for external.,General Query,Medium,light user external ticket service request light user external create light user username firstname lastname ailaddress email phone phone center function external staff company company services department git address zip address city address country address location location office expiration date defined important indicate external user requestor company location desired date jan additional information creat location admin account external
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  [SERVER]-FINANCE-RW     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket company location service request file share access grant access file share following user company location username username access type read write file share server finance requestor company location comment
Abertura de PastaBom dia!      Por gentileza. criar uma pasta Relatório estoque dentro do Grupos J selecionar opção Laboratório e liberar o acesso para todos do ticket.,Technical Issue,Medium,abertura pastabom dia por gentileza criar uma pasta relat rio estoque dentro grupos selecionar laborat rio liberar acesso para todos ticket
Basis User - [USERNAME] -Service Request: Basis User     Create Windows account for internal user       Firstname:  [NAME]   Lastname:  [NAME]   Cost Center:  174407  Company:    Department:  [ADDRESS]:    ZIP:    City:    Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13681 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 15 2019 12:00AM     Additional information:   english keyboard Bitte vom Berliner Bestand nehmen. wenn möglich. danke.,General Query,Medium,basis user username service request basis user create windows account internal user firstname lastname cost center company department address zip city country address office important set following value leave blank create exchange skype account user needs following access permissions username auftrag info transfer vorlagen access company intranet access software server requestor company location desired date jan additional information english keyboard bitte vom berliner bestand nehmen wenn glich danke
[TICKET ID] - New Support Ticket received  - instalação de aplicativos no celular,General Query,Medium,ticket new support ticket received instala aplicativos celular
INSTALAR ATUALIZAÇÃO SICALCBom dia!         Por favor. poderia me ajudar?     Preciso que coloquem a senha. para que eu possa instalar a atualização do Sicalc.         Obrigada!        Att..     [NAME],Technical Issue,Medium,instalar atualiza sicalcbom dia por favor poderia ajudar preciso que coloquem senha para que possa instalar atualiza sicalc obrigada att
Leaving Employee - [TICKET ID] - [NAME] ([COMPANY] [LOCATION])Service Request: Leaving Employee     The user [NAME] ([COMPANY] [LOCATION]) (Username: [USERNAME]) is going to leave [COMPANY] on Aug 15 2018  7:00AM.     The following IT services have to be canceled:  - Delete Windows account (Active Directory)  - Delete E-Mail account (Exchange)  - Return Hardware  - Return mobile device  - Delete[NAME]account  - Disable[LOCATION]access  - Disable Citrix access  - Disable file access  - Withdraw Adobe licenses     Requestor: [NAME] ([COMPANY]. [LOCATION])  Leaving date: Aug 15 2018  7:00AM  Comment:,Account,Medium,leaving employee ticket company location service request leaving employee user company location username username going leave company aug following services canceled delete windows account active directory delete mail account exchange return hardware return mobile device delete account disable location access disable citrix access disable file access withdraw adobe licenses requestor company location leaving date aug comment
[TICKET ID] - New Support Ticket received  - Instalação de impressora,Technical Issue,Medium,ticket new support ticket received instala impressora
Problemas para abrir archivos adjuntos en correoNecesito solucionar este problema para el cual adjunto imagen:  Saludos [Image],Technical Issue,Medium,problemas para abrir archivos adjuntos correonecesito solucionar este problema para cual adjunto imagen saludos image
[TICKET ID] - New Support Ticket received  - Add label printer,Technical Issue,Medium,ticket new support ticket received add label printer
Instalação de SoftwarePreciso da instalação do software do receptor de Wi-fi.,Technical Issue,Medium,instala softwarepreciso instala software receptor
[NAME] and [NAME]Hello.  When [NAME] replies all to an email he receives a copy of the email he just sent.  I believe this is due to the way his email is setup. as a distribution list (figure 1).   I suspect this issue is affecting all the users that have [URL][USERNAME] as their primary email. these include the following.    [NAME]  [NAME]  [NAME]  [NAME]  [Image]  When expanding. it populates the users name (figure 2).  Please also note a critical of this is the user is sending as @[USERNAME] (figure 2).  User should be sending email as [EMAIL] mailto:[EMAIL]. [Image],Technical Issue,High,hello replies email receives copy email just sent believe way email setup distribution list figure suspect issue affecting users url username primary email include following image expanding populates users figure note critical user sending username figure user sending email email mailto email image
ingreso skipe[Image],Technical Issue,Medium,ingreso skipe image
